,Sentence_id,pmid,sentence,tag
1983,205,18480190,,results
1984,206,29420749,"Compliance with the Prosure\u00ae dosage was very good at 6277/6720 ml (average) before surgery (93%) and 5229/6720 ml after surgery (78%), and a significant increase in EPA concentration was shown in the group that received Prosure\u00ae (P &lt; 0",results
1985,206,29420749,0001: Welch's t-test),results
1986,206,29420749," However, 28 days of nutritional supplementation did not lead to further weight change or changes in the inflammatory marker levels of patients were already showing cachexia (based on weight loss)",results
1987,206,29420749," Interestingly, no further change in the mean weight was noted in these patients",results
1988,206,29420749, The incidence of postoperative complications did not differ between the two groups,results
1989,206,29420749,,results
1990,207,10898560,"These women perceived breast cancer to be a more personally important health issue, learned more, and reported less anxiety about cancer screening following the intervention regardless of method",results
1991,207,10898560, Younger women learned more from the educational materials than did older women,results
1992,207,10898560," Although the multimedia program received more favorable evaluations than the brochure, this effect was mediated by the message recipient's age, as younger women responded more favorably to the multimedia materials than did older women",results
1993,207,10898560,,results
1994,208,10458256,"Women who saw an &quot;enhanced compassion&quot; videotape rated the physician as warmer and more caring, sensitive, and compassionate than did women who watched the &quot;standard&quot; videotape",results
1995,208,10458256, Women who saw the enhanced compassion videotape were significantly less anxious after watching it than the women in the other group,results
1996,208,10458256," Nevertheless, information recall was relatively low for both groups, and enhanced compassion did not influence patient decisions",results
1997,208,10458256," Those who saw the enhanced compassion videotape rated the doctor significantly higher on other positive attributes, such as wanting what was best for the patient and encouraging the patient's questions and involvement in decisions",results
1998,208,10458256,,results
1999,209,20607434,There were no statistically significant differences between the two experimental groups at baseline,results
2000,209,20607434, Follow-up data revealed significant improvements in all outcome measures: Pap smear screening (65% vs,results
2001,209,20607434," 36%, p-value 0",results
2002,209,20607434,"02), cervical cancer knowledge (5",results
2003,209,20607434,4 vs,results
2004,209,20607434, 3,results
2005,209,20607434,"5, p-value&lt;0",results
2006,209,20607434,"001), and self-efficacy (4",results
2007,209,20607434,7 vs,results
2008,209,20607434, 4,results
2009,209,20607434,"0, p-value 0",results
2010,209,20607434,002),results
2011,209,20607434," In multivariate analysis, cervical cancer knowledge (OR 1",results
2012,209,20607434,"68, 95% CI 1",results
2013,209,20607434,10-2,results
2014,209,20607434,81) and intervention group assignment (OR 6,results
2015,209,20607434,"74, 95% CI 1",results
2016,209,20607434,77-25,results
2017,209,20607434,66) were associated with receiving a Pap smear during the follow-up period,results
2018,209,20607434,,results
2019,210,27906448,"Of the 416 participants, 54% were female; the participants were racially and ethnically diverse (66% white, 10% Hispanic, and 28% African American), predominantly of low income, and insured (the majority had county health insurance)",results
2020,210,27906448," Overall, the FIT completion rate was 81%, with 78",results
2021,210,27906448,1% of participants in the intervention versus 83,results
2022,210,27906448,5% of those in the comparison condition completing FIT (P\u2009=\u2009 ,results
2023,210,27906448,17),results
2024,210,27906448," In multivariate analysis, having health insurance was found to be the primary factor predicting a lack of FIT screening (adjusted odds ratio, 2",results
2025,210,27906448,"10; 95% confidence interval, 1",results
2026,210,27906448,04-4,results
2027,210,27906448,26 [P\u2009=\u2009 ,results
2028,210,27906448,04]),results
2029,210,27906448,,results
2030,211,15668500,"Overall and among men, there was no effect of treatment on B(a)P-DNA adduct levels",results
2031,211,15668500," Among treated women, B(a)P-DNA adducts decreased by 31% compared with women on placebo (P = 0",results
2032,211,15668500,03),results
2033,211,15668500," Among treated women with the GSTM1 genotype, there was a 43% decrease in adducts (P = 0",results
2034,211,15668500,04),results
2035,211,15668500,,results
2036,212,23220254,"While results were not statistically significant, trends and effect sizes suggest that the educational intervention helped attenuate declines in intimacy for patients, but not for their partners",results
2037,212,23220254, Couples who participated in the intervention were more successful at maintaining sexual activity than were couples in the control group,results
2038,212,23220254,,results
2039,213,23341547,"Enrollment, retention, and satisfaction data support feasibility and acceptability of the intervention",results
2040,213,23341547, There was no overall significant impact of participation in the intervention on levels of distress at T2,results
2041,213,23341547," However, T1 social support moderated intervention response, with caregivers who perceived lower T1 support showing greater psychological benefit from the intervention",results
2042,213,23341547,,results
2043,214,10694559,"Of the 177 women who were randomized and started the study substance, 155 (88%) provided useable data over the first 5 weeks; 149 provided usable data over the entire 9 weeks",results
2044,214,10694559, There was no suggestion that the soy product was more effective in reducing hot flashes than the placebo,results
2045,214,10694559," At study completion, patients preferred the soy product 33% of the time, the placebo 37% of the time, and neither substance 31% of the time",results
2046,214,10694559, No toxicity was observed,results
2047,214,10694559,,results
2048,215,29732483,"Between February 2015 and December 2016, 111 patients were screened and 101 of these were included",results
2049,215,29732483, One-hundred patients used PRO-SMART at least once and were included in the final analysis (90,results
2050,215,29732483,1% overall accessibility among all screened patients),results
2051,215,29732483, The number of symptomatic adverse events (AEs) related to chemotherapy recorded in EMRs (mean \u00b1 standard deviation [SD]) increased from 0,results
2052,215,29732483,92\u2009\u00b1\u20090,results
2053,215,29732483,80 to 2,results
2054,215,29732483,26\u2009\u00b1\u20091,results
2055,215,29732483,80 (P\u2009&lt;\u20090,results
2056,215,29732483,"001), and grading of AEs increased from 0",results
2057,215,29732483,81\u2009\u00b1\u20090,results
2058,215,29732483,69 to 1,results
2059,215,29732483,00\u2009\u00b1\u20090,results
2060,215,29732483,62 (P\u2009=\u20090,results
2061,215,29732483,029),results
2062,215,29732483," After using PRO-SMART, the numeric rating scale for pain (mean \u00b1 SD) increased from 0",results
2063,215,29732483,20\u2009\u00b1\u20090,results
2064,215,29732483,72 to 0,results
2065,215,29732483,99\u2009\u00b1\u20091,results
2066,215,29732483,55 (P\u2009&lt;\u20090,results
2067,215,29732483,001),results
2068,215,29732483, A patient-reported questionnaire revealed that 64,results
2069,215,29732483,2% of patients found it useful and 83% found it easy to use,results
2070,215,29732483,,results
2071,216,1312773,The prevalence of human papillomavirus type 16 infection initially was 16% among subjects in the upper tertile of red blood cell folate versus 37% in the lower tertile (trend p = 0,results
2072,216,1312773,035),results
2073,216,1312773," After 6 months no significant differences were observed between supplemented and unsupplemented subjects regarding dysplasia status, biopsy results, or prevalence of human papillomavirus type 16 infection",results
2074,216,1312773,,results
2075,217,29538220,VAS scores at various time points after treatment were significantly decreased compared with the baseline level in group A,results
2076,217,29538220, Overall response rate was significantly improved in group A compared with group B (70,results
2077,217,29538220,97% vs 29,results
